comune,employment_rate,Regione
Castel Maggiore  ,75.98,EMILIA-ROMAGNA
Castel San Pietro Terme  ,74.17,EMILIA-ROMAGNA
Castello d'Argile  ,78.01,EMILIA-ROMAGNA
Castenaso  ,76.33,EMILIA-ROMAGNA
Castiglione dei Pepoli  ,71.06,EMILIA-ROMAGNA
Crevalcore  ,72.31,EMILIA-ROMAGNA
Dozza  ,74.16,EMILIA-ROMAGNA
Fontanelice  ,76.55,EMILIA-ROMAGNA
Gaggio Montano  ,73.98,EMILIA-ROMAGNA
Galliera  ,69.34,EMILIA-ROMAGNA
Granarolo dell'Emilia  ,78.09,EMILIA-ROMAGNA
Grizzana Morandi  ,69.90,EMILIA-ROMAGNA
Imola  ,74.14,EMILIA-ROMAGNA
Lizzano in Belvedere  ,70.80,EMILIA-ROMAGNA
Loiano  ,72.04,EMILIA-ROMAGNA
Malalbergo  ,74.22,EMILIA-ROMAGNA
Marzabotto  ,71.45,EMILIA-ROMAGNA
Medicina  ,76.03,EMILIA-ROMAGNA
Minerbio  ,75.67,EMILIA-ROMAGNA
Molinella  ,74.68,EMILIA-ROMAGNA
Monghidoro  ,68.82,EMILIA-ROMAGNA
Monte San Pietro  ,75.42,EMILIA-ROMAGNA
Monterenzio  ,71.68,EMILIA-ROMAGNA
Monzuno  ,72.47,EMILIA-ROMAGNA
Mordano  ,73.91,EMILIA-ROMAGNA
Ozzano dell'Emilia  ,77.41,EMILIA-ROMAGNA
Pianoro  ,73.71,EMILIA-ROMAGNA
Pieve di Cento  ,73.35,EMILIA-ROMAGNA
Sala Bolognese  ,78.31,EMILIA-ROMAGNA
San Benedetto Val di Sambro  ,69.40,EMILIA-ROMAGNA
San Giorgio di Piano  ,76.42,EMILIA-ROMAGNA
San Giovanni in Persiceto  ,75.63,EMILIA-ROMAGNA
San Lazzaro di Savena  ,75.03,EMILIA-ROMAGNA
San Pietro in Casale  ,74.05,EMILIA-ROMAGNA
Sant'Agata Bolognese  ,75.09,EMILIA-ROMAGNA
Sasso Marconi  ,73.78,EMILIA-ROMAGNA
Valsamoggia  ,75.25,EMILIA-ROMAGNA
Vergato  ,69.75,EMILIA-ROMAGNA
Zola Predosa  ,77.09,EMILIA-ROMAGNA
Argenta  ,69.85,EMILIA-ROMAGNA
Bondeno  ,71.67,EMILIA-ROMAGNA
Cento  ,74.14,EMILIA-ROMAGNA
Codigoro  ,68.24,EMILIA-ROMAGNA
Comacchio  ,62.73,EMILIA-ROMAGNA
Copparo  ,70.08,EMILIA-ROMAGNA
Ferrara  ,71.76,EMILIA-ROMAGNA
Fiscaglia  ,68.33,EMILIA-ROMAGNA
Goro  ,68.90,EMILIA-ROMAGNA
Jolanda di Savoia  ,67.81,EMILIA-ROMAGNA
Lagosanto  ,66.94,EMILIA-ROMAGNA
Masi Torello  ,73.20,EMILIA-ROMAGNA
Mesola  ,66.92,EMILIA-ROMAGNA
Ostellato  ,68.82,EMILIA-ROMAGNA
Poggio Renatico  ,74.09,EMILIA-ROMAGNA
Portomaggiore  ,69.04,EMILIA-ROMAGNA
Riva del Po  ,65.87,EMILIA-ROMAGNA
Terre del Reno  ,73.96,EMILIA-ROMAGNA
Tresignana  ,70.98,EMILIA-ROMAGNA
Vigarano Mainarda  ,75.40,EMILIA-ROMAGNA
Voghiera  ,73.02,EMILIA-ROMAGNA
Alfonsine  ,71.17,EMILIA-ROMAGNA
Bagnacavallo  ,71.72,EMILIA-ROMAGNA
Bagnara di Romagna  ,75.40,EMILIA-ROMAGNA
Brisighella  ,70.88,EMILIA-ROMAGNA
Casola Valsenio  ,72.75,EMILIA-ROMAGNA
Castel Bolognese  ,71.94,EMILIA-ROMAGNA
Cervia  ,65.50,EMILIA-ROMAGNA
Conselice  ,67.64,EMILIA-ROMAGNA
Cotignola  ,74.73,EMILIA-ROMAGNA
Faenza  ,73.11,EMILIA-ROMAGNA
Fusignano  ,72.09,EMILIA-ROMAGNA
Lugo  ,70.61,EMILIA-ROMAGNA
Massa Lombarda  ,71.64,EMILIA-ROMAGNA
Ravenna  ,69.73,EMILIA-ROMAGNA
Riolo Terme  ,73.90,EMILIA-ROMAGNA
Russi  ,72.96,EMILIA-ROMAGNA
Sant'Agata sul Santerno  ,76.06,EMILIA-ROMAGNA
Solarolo  ,73.24,EMILIA-ROMAGNA
Bagno di Romagna  ,74.61,EMILIA-ROMAGNA
Bertinoro  ,75.12,EMILIA-ROMAGNA
Borghi  ,66.92,EMILIA-ROMAGNA
Castrocaro Terme e Terra del Sole  ,71.76,EMILIA-ROMAGNA
Cesena  ,71.90,EMILIA-ROMAGNA
Cesenatico  ,67.88,EMILIA-ROMAGNA
Civitella di Romagna  ,72.16,EMILIA-ROMAGNA
Dovadola  ,70.37,EMILIA-ROMAGNA
Forlì  ,72.90,EMILIA-ROMAGNA
Forlimpopoli  ,72.73,EMILIA-ROMAGNA
Galeata  ,69.62,EMILIA-ROMAGNA
Gambettola  ,70.82,EMILIA-ROMAGNA
Gatteo  ,70.61,EMILIA-ROMAGNA
Longiano  ,73.46,EMILIA-ROMAGNA
Meldola  ,71.68,EMILIA-ROMAGNA
Mercato Saraceno  ,71.36,EMILIA-ROMAGNA
Modigliana  ,70.79,EMILIA-ROMAGNA
Montiano  ,71.84,EMILIA-ROMAGNA
Portico e San Benedetto  ,68.64,EMILIA-ROMAGNA
Predappio  ,70.79,EMILIA-ROMAGNA
Premilcuore  ,70.63,EMILIA-ROMAGNA
Rocca San Casciano  ,73.97,EMILIA-ROMAGNA
Roncofreddo  ,73.10,EMILIA-ROMAGNA
San Mauro Pascoli  ,71.67,EMILIA-ROMAGNA
Santa Sofia  ,70.48,EMILIA-ROMAGNA
Sarsina  ,69.63,EMILIA-ROMAGNA
Savignano sul Rubicone  ,70.19,EMILIA-ROMAGNA
Sogliano al Rubicone  ,68.96,EMILIA-ROMAGNA
Tredozio  ,74.19,EMILIA-ROMAGNA
Verghereto  ,74.09,EMILIA-ROMAGNA
Bellaria-Igea Marina  ,63.79,EMILIA-ROMAGNA
Casteldelci  ,66.54,EMILIA-ROMAGNA
Cattolica  ,64.23,EMILIA-ROMAGNA
Coriano  ,64.49,EMILIA-ROMAGNA
Gemmano  ,60.81,EMILIA-ROMAGNA
Maiolo  ,67.11,EMILIA-ROMAGNA
Misano Adriatico  ,66.28,EMILIA-ROMAGNA
Mondaino  ,66.62,EMILIA-ROMAGNA
Montefiore Conca  ,66.35,EMILIA-ROMAGNA
Montegridolfo  ,66.25,EMILIA-ROMAGNA
Montescudo-Monte Colombo  ,64.02,EMILIA-ROMAGNA
Morciano di Romagna  ,68.59,EMILIA-ROMAGNA
Novafeltria  ,63.75,EMILIA-ROMAGNA
Pennabilli  ,66.23,EMILIA-ROMAGNA
Poggio Torriana  ,67.41,EMILIA-ROMAGNA
Riccione  ,63.79,EMILIA-ROMAGNA
Rimini  ,65.44,EMILIA-ROMAGNA
Saludecio  ,65.11,EMILIA-ROMAGNA
San Clemente  ,69.66,EMILIA-ROMAGNA
San Giovanni in Marignano  ,68.44,EMILIA-ROMAGNA
San Leo  ,60.85,EMILIA-ROMAGNA
Sant'Agata Feltria  ,70.62,EMILIA-ROMAGNA
Santarcangelo di Romagna  ,69.01,EMILIA-ROMAGNA
Talamello  ,67.56,EMILIA-ROMAGNA
Verucchio  ,64.04,EMILIA-ROMAGNA
Montecopiolo  ,64.44,EMILIA-ROMAGNA
Sassofeltrio  ,56.65,EMILIA-ROMAGNA
Aulla  ,66.68,TOSCANA
Bagnone  ,66.39,TOSCANA
Carrara  ,63.98,TOSCANA
Casola in Lunigiana  ,63.03,TOSCANA
Comano  ,63.52,TOSCANA
Filattiera  ,69.67,TOSCANA
Fivizzano  ,66.75,TOSCANA
Fosdinovo  ,64.26,TOSCANA
Licciana Nardi  ,66.65,TOSCANA
Massa  ,62.81,TOSCANA
Montignoso  ,63.79,TOSCANA
Mulazzo  ,64.92,TOSCANA
Podenzana  ,65.38,TOSCANA
Pontremoli  ,68.81,TOSCANA
Tresana  ,66.49,TOSCANA
Villafranca in Lunigiana  ,67.14,TOSCANA
Zeri  ,65.46,TOSCANA
Altopascio  ,66.92,TOSCANA
Bagni di Lucca  ,60.80,TOSCANA
Barga  ,69.09,TOSCANA
Borgo a Mozzano  ,69.21,TOSCANA
Camaiore  ,64.87,TOSCANA
Camporgiano  ,68.56,TOSCANA
Capannori  ,69.64,TOSCANA
Careggine  ,61.80,TOSCANA
Castelnuovo di Garfagnana  ,71.71,TOSCANA
Castiglione di Garfagnana  ,67.15,TOSCANA
Coreglia Antelminelli  ,67.40,TOSCANA
Fabbriche di Vergemoli  ,59.75,TOSCANA
Forte dei Marmi  ,58.79,TOSCANA
Fosciandora  ,63.02,TOSCANA
Gallicano  ,67.84,TOSCANA
Lucca  ,69.66,TOSCANA
Massarosa  ,65.69,TOSCANA
Minucciano  ,66.22,TOSCANA
Molazzana  ,68.32,TOSCANA
Montecarlo  ,69.72,TOSCANA
Pescaglia  ,64.91,TOSCANA
Piazza al Serchio  ,64.55,TOSCANA
Pietrasanta  ,62.41,TOSCANA
Pieve Fosciana  ,65.78,TOSCANA
Porcari  ,70.52,TOSCANA
San Romano in Garfagnana  ,69.11,TOSCANA
Seravezza  ,62.27,TOSCANA
Sillano Giuncugnano  ,69.20,TOSCANA
Stazzema  ,59.51,TOSCANA
Vagli Sotto  ,63.51,TOSCANA
Viareggio  ,63.74,TOSCANA
Villa Basilica  ,66.72,TOSCANA
Villa Collemandina  ,67.16,TOSCANA
Abetone Cutigliano  ,67.64,TOSCANA
Agliana  ,71.80,TOSCANA
Buggiano  ,67.62,TOSCANA
Chiesina Uzzanese  ,69.78,TOSCANA
Lamporecchio  ,71.67,TOSCANA
Larciano  ,69.78,TOSCANA
Marliana  ,67.05,TOSCANA
Massa e Cozzile  ,67.80,TOSCANA
Monsummano Terme  ,68.84,TOSCANA
Montale  ,71.33,TOSCANA
Montecatini-Terme  ,63.15,TOSCANA
Pescia  ,67.39,TOSCANA
Pieve a Nievole  ,68.48,TOSCANA
Pistoia  ,70.18,TOSCANA
Ponte Buggianese  ,69.70,TOSCANA
Quarrata  ,71.25,TOSCANA
Sambuca Pistoiese  ,62.02,TOSCANA
Serravalle Pistoiese  ,70.94,TOSCANA
Uzzano  ,69.95,TOSCANA
San Marcello Piteglio  ,69.56,TOSCANA
Bagno a Ripoli  ,73.68,TOSCANA
Barberino di Mugello  ,73.30,TOSCANA
Barberino Tavarnelle  ,74.61,TOSCANA
Borgo San Lorenzo  ,73.18,TOSCANA
Calenzano  ,75.63,TOSCANA
Campi Bisenzio  ,74.86,TOSCANA
Capraia e Limite  ,74.95,TOSCANA
Castelfiorentino  ,69.63,TOSCANA
Cerreto Guidi  ,72.35,TOSCANA
Certaldo  ,69.89,TOSCANA
Dicomano  ,73.06,TOSCANA
Empoli  ,71.24,TOSCANA
Fiesole  ,72.29,TOSCANA
Figline e Incisa Valdarno  ,72.98,TOSCANA
Firenze  ,71.40,TOSCANA
Firenzuola  ,70.86,TOSCANA
Fucecchio  ,70.27,TOSCANA
Gambassi Terme  ,72.39,TOSCANA
Greve in Chianti  ,71.91,TOSCANA
Impruneta  ,71.76,TOSCANA
Lastra a Signa  ,73.79,TOSCANA
Londa  ,68.88,TOSCANA
Marradi  ,73,TOSCANA
Montaione  ,72.77,TOSCANA
Montelupo Fiorentino  ,74.39,TOSCANA
Montespertoli  ,72.98,TOSCANA
Palazzuolo sul Senio  ,76.66,TOSCANA
Pelago  ,73.70,TOSCANA
Pontassieve  ,72.42,TOSCANA
Reggello  ,74.15,TOSCANA
Rignano sull'Arno  ,74.03,TOSCANA
Rufina  ,74.26,TOSCANA
San Casciano in Val di Pesa  ,73.03,TOSCANA
San Godenzo  ,71.05,TOSCANA
Scandicci  ,75.46,TOSCANA
Scarperia e San Piero  ,72.88,TOSCANA
Sesto Fiorentino  ,74.86,TOSCANA
Signa  ,74.85,TOSCANA
Vaglia  ,73.04,TOSCANA
Vicchio  ,72.74,TOSCANA
Vinci  ,71.79,TOSCANA
Bibbona  ,66.26,TOSCANA
Campiglia Marittima  ,66.46,TOSCANA
Campo nell'Elba  ,62.04,TOSCANA
Capoliveri  ,60.70,TOSCANA
Capraia Isola  ,63.41,TOSCANA
Castagneto Carducci  ,65.16,TOSCANA
Cecina  ,66.50,TOSCANA
Collesalvetti  ,70.17,TOSCANA
Livorno  ,67.51,TOSCANA
Marciana  ,60.90,TOSCANA
Marciana Marina  ,63.18,TOSCANA
Piombino  ,64.43,TOSCANA
Porto Azzurro  ,62.64,TOSCANA
Portoferraio  ,65.99,TOSCANA
Rio  ,59.94,TOSCANA
Rosignano Marittimo  ,66.65,TOSCANA
San Vincenzo  ,66.79,TOSCANA
Sassetta  ,57.70,TOSCANA
Suvereto  ,64.93,TOSCANA
Bientina  ,72.88,TOSCANA
Buti  ,69.36,TOSCANA
Calci  ,71.16,TOSCANA
Calcinaia  ,74.05,TOSCANA
Capannoli  ,71.02,TOSCANA
Casale Marittimo  ,68.68,TOSCANA
Casciana Terme Lari  ,69.78,TOSCANA
Cascina  ,71.69,TOSCANA
Castelfranco di Sotto  ,68.19,TOSCANA
Castellina Marittima  ,66.83,TOSCANA
Castelnuovo di Val di Cecina  ,60.30,TOSCANA
Chianni  ,67.50,TOSCANA
Crespina Lorenzana  ,68.56,TOSCANA
Fauglia  ,70.72,TOSCANA
Guardistallo  ,64.34,TOSCANA
Lajatico  ,73.01,TOSCANA
Montecatini Val di Cecina  ,69.16,TOSCANA
Montescudaio  ,72.18,TOSCANA
Monteverdi Marittimo  ,59.02,TOSCANA
Montopoli in Val d'Arno  ,71.79,TOSCANA
Orciano Pisano  ,68.01,TOSCANA
Palaia  ,71.25,TOSCANA
Peccioli  ,70.10,TOSCANA
Pisa  ,68.15,TOSCANA
Pomarance  ,65.80,TOSCANA
Ponsacco  ,71.06,TOSCANA
Pontedera  ,68.86,TOSCANA
Riparbella  ,65.91,TOSCANA
San Giuliano Terme  ,71.12,TOSCANA
San Miniato  ,72.58,TOSCANA
Santa Croce sull'Arno  ,67.12,TOSCANA
Santa Luce  ,66.69,TOSCANA
Santa Maria a Monte  ,71.89,TOSCANA
Terricciola  ,70.84,TOSCANA
Vecchiano  ,70.39,TOSCANA
Vicopisano  ,71.56,TOSCANA
Volterra  ,73.85,TOSCANA
Anghiari  ,72.99,TOSCANA
Arezzo  ,70.26,TOSCANA
Badia Tedalda  ,69.67,TOSCANA
Bibbiena  ,68.89,TOSCANA
Bucine  ,73.39,TOSCANA
Capolona  ,72.73,TOSCANA
Caprese Michelangelo  ,71.35,TOSCANA
Castel Focognano  ,70.62,TOSCANA
Castel San Niccolò  ,66.41,TOSCANA
Castelfranco Piandiscò  ,75.82,TOSCANA
Castiglion Fibocchi  ,70.88,TOSCANA
Castiglion Fiorentino  ,70.65,TOSCANA
Cavriglia  ,75.30,TOSCANA
Chitignano  ,64.71,TOSCANA
Chiusi della Verna  ,67.29,TOSCANA
Civitella in Val di Chiana  ,71.16,TOSCANA
Cortona  ,70.45,TOSCANA
Foiano della Chiana  ,68.41,TOSCANA
Laterina Pergine Valdarno  ,72.04,TOSCANA
Loro Ciuffenna  ,74.63,TOSCANA
Lucignano  ,70.70,TOSCANA
Marciano della Chiana  ,72.23,TOSCANA
Monte San Savino  ,73.12,TOSCANA
Montemignaio  ,67.62,TOSCANA
Monterchi  ,73.71,TOSCANA
Montevarchi  ,71.26,TOSCANA
Ortignano Raggiolo  ,72.16,TOSCANA
Pieve Santo Stefano  ,73.87,TOSCANA
Poppi  ,69.52,TOSCANA
Pratovecchio Stia  ,70.63,TOSCANA
San Giovanni Valdarno  ,71.78,TOSCANA
Sansepolcro  ,71.96,TOSCANA
Sestino  ,67.62,TOSCANA
Subbiano  ,71.69,TOSCANA
Talla  ,70.50,TOSCANA
Terranuova Bracciolini  ,75.07,TOSCANA
Abbadia San Salvatore  ,70.58,TOSCANA
Asciano  ,72.14,TOSCANA
Buonconvento  ,72.19,TOSCANA
Casole d'Elsa  ,72.78,TOSCANA
Castellina in Chianti  ,73.29,TOSCANA
Castelnuovo Berardenga  ,75.87,TOSCANA
Castiglione d'Orcia  ,70.18,TOSCANA
Cetona  ,65.71,TOSCANA
Chianciano Terme  ,69.02,TOSCANA
Chiusdino  ,70.39,TOSCANA
Chiusi  ,67.39,TOSCANA
Colle di Val d'Elsa  ,72.30,TOSCANA
Gaiole in Chianti  ,70.98,TOSCANA
Montalcino  ,71.80,TOSCANA
Montepulciano  ,70.93,TOSCANA
Monteriggioni  ,76.47,TOSCANA
Monteroni d'Arbia  ,73.65,TOSCANA
Monticiano  ,67.96,TOSCANA
Murlo  ,74.70,TOSCANA
Piancastagnaio  ,74.77,TOSCANA
Pienza  ,75.29,TOSCANA
Poggibonsi  ,72.78,TOSCANA
Radda in Chianti  ,71.36,TOSCANA
Radicofani  ,71.18,TOSCANA
Radicondoli  ,68.37,TOSCANA
Rapolano Terme  ,71.91,TOSCANA
San Casciano dei Bagni  ,69.18,TOSCANA
San Gimignano  ,73.99,TOSCANA
San Quirico d'Orcia  ,72.42,TOSCANA
Sarteano  ,69.84,TOSCANA
Siena  ,73.56,TOSCANA
Sinalunga  ,69.36,TOSCANA
Sovicille  ,75.04,TOSCANA
Torrita di Siena  ,68.96,TOSCANA
Trequanda  ,67.70,TOSCANA
Arcidosso  ,68.29,TOSCANA
Campagnatico  ,67.31,TOSCANA
Capalbio  ,64.78,TOSCANA
Castel del Piano  ,68.22,TOSCANA
Castell'Azzara  ,66.20,TOSCANA
Castiglione della Pescaia  ,64.99,TOSCANA
Cinigiano  ,67.48,TOSCANA
Civitella Paganico  ,65.52,TOSCANA
Follonica  ,63.45,TOSCANA
Gavorrano  ,60.70,TOSCANA
Grosseto  ,67.31,TOSCANA
Isola del Giglio  ,61.77,TOSCANA
Magliano in Toscana  ,68.03,TOSCANA
Manciano  ,66.80,TOSCANA
Massa Marittima  ,65.76,TOSCANA
Monte Argentario  ,58.26,TOSCANA
Monterotondo Marittimo  ,62.62,TOSCANA
Montieri  ,58.49,TOSCANA
Orbetello  ,64.90,TOSCANA
Pitigliano  ,69.18,TOSCANA
Roccalbegna  ,67.47,TOSCANA
Roccastrada  ,63.59,TOSCANA
Santa Fiora  ,67.57,TOSCANA
Scansano  ,63.22,TOSCANA
Scarlino  ,68.42,TOSCANA
Seggiano  ,63.40,TOSCANA
Semproniano  ,69.84,TOSCANA
Sorano  ,64.31,TOSCANA
Cantagallo  ,72.80,TOSCANA
Carmignano  ,73.85,TOSCANA
Montemurlo  ,70.87,TOSCANA
Poggio a Caiano  ,73.71,TOSCANA
Prato  ,72.49,TOSCANA
Vaiano  ,74.17,TOSCANA
Vernio  ,68.93,TOSCANA
Assisi  ,67.46,UMBRIA
Bastia Umbra  ,69.44,UMBRIA
Bettona  ,69.11,UMBRIA
Bevagna  ,68.69,UMBRIA
Campello sul Clitunno  ,69.51,UMBRIA
Cannara  ,69.99,UMBRIA
Cascia  ,68.18,UMBRIA
Castel Ritaldi  ,69.05,UMBRIA
Castiglione del Lago  ,66.55,UMBRIA
Cerreto di Spoleto  ,63.70,UMBRIA
Citerna  ,72.75,UMBRIA
Città della Pieve  ,64.75,UMBRIA
Città di Castello  ,71.19,UMBRIA
Collazzone  ,68.75,UMBRIA
Corciano  ,72.31,UMBRIA
Costacciaro  ,65.43,UMBRIA
Deruta  ,68.96,UMBRIA
Foligno  ,67.05,UMBRIA
Fossato di Vico  ,62.23,UMBRIA
Fratta Todina  ,67.22,UMBRIA
Giano dell'Umbria  ,68.01,UMBRIA
Gualdo Cattaneo  ,66.97,UMBRIA
Gualdo Tadino  ,64.27,UMBRIA
Gubbio  ,67.71,UMBRIA
Lisciano Niccone  ,60.79,UMBRIA
Magione  ,69.77,UMBRIA
Marsciano  ,67.39,UMBRIA
Massa Martana  ,65.82,UMBRIA
Monte Castello di Vibio  ,64.21,UMBRIA
Monte Santa Maria Tiberina  ,69.60,UMBRIA
Montefalco  ,67.86,UMBRIA
Monteleone di Spoleto  ,60.07,UMBRIA
Montone  ,68.85,UMBRIA
Nocera Umbra  ,64.48,UMBRIA
Norcia  ,63.17,UMBRIA
Paciano  ,63.08,UMBRIA
Panicale  ,65.46,UMBRIA
Passignano sul Trasimeno  ,65.31,UMBRIA
Perugia  ,67.89,UMBRIA
Piegaro  ,67.82,UMBRIA
Pietralunga  ,68.74,UMBRIA
Poggiodomo  ,63,UMBRIA
Preci  ,61.03,UMBRIA
San Giustino  ,73.25,UMBRIA
Sant'Anatolia di Narco  ,66.07,UMBRIA
Scheggia e Pascelupo  ,65.12,UMBRIA
Scheggino  ,66.75,UMBRIA
Sellano  ,66.24,UMBRIA
Sigillo  ,65.62,UMBRIA
Spello  ,70.08,UMBRIA
Spoleto  ,65.57,UMBRIA
Todi  ,67.17,UMBRIA
Torgiano  ,72.78,UMBRIA
Trevi  ,68.30,UMBRIA
Tuoro sul Trasimeno  ,65.72,UMBRIA
Umbertide  ,69.50,UMBRIA
Valfabbrica  ,67.84,UMBRIA
Vallo di Nera  ,65.37,UMBRIA
Valtopina  ,66.30,UMBRIA
Acquasparta  ,64.81,UMBRIA
Allerona  ,66.45,UMBRIA
Alviano  ,61.64,UMBRIA
Amelia  ,62.75,UMBRIA
Arrone  ,64.35,UMBRIA
Attigliano  ,57.58,UMBRIA
Avigliano Umbro  ,63.62,UMBRIA
Baschi  ,65.79,UMBRIA
Calvi dell'Umbria  ,64.04,UMBRIA
Castel Giorgio  ,62.46,UMBRIA
Castel Viscardo  ,65.72,UMBRIA
Fabro  ,68.46,UMBRIA
Ferentillo  ,66.37,UMBRIA
Ficulle  ,64.68,UMBRIA
Giove  ,57.61,UMBRIA
Guardea  ,63.78,UMBRIA
Lugnano in Teverina  ,62.26,UMBRIA
Montecastrilli  ,63.69,UMBRIA
Montecchio  ,62.89,UMBRIA
Montefranco  ,60.22,UMBRIA
Montegabbione  ,59.37,UMBRIA
Monteleone d'Orvieto  ,62.79,UMBRIA
Narni  ,62.24,UMBRIA
Orvieto  ,67.09,UMBRIA
Otricoli  ,60.65,UMBRIA
Parrano  ,61.46,UMBRIA
Penna in Teverina  ,58.92,UMBRIA
Polino  ,64.23,UMBRIA
Porano  ,66.01,UMBRIA
San Gemini  ,67.50,UMBRIA
San Venanzo  ,64.31,UMBRIA
Stroncone  ,65.59,UMBRIA
Terni  ,63.92,UMBRIA
Acqualagna  ,71.37,MARCHE
Apecchio  ,67.37,MARCHE
Belforte all'Isauro  ,65.62,MARCHE
Borgo Pace  ,71.16,MARCHE
Cagli  ,68.22,MARCHE
Cantiano  ,62.99,MARCHE
Carpegna  ,67.39,MARCHE
Cartoceto  ,70.36,MARCHE
Colli al Metauro  ,71.30,MARCHE
Fano  ,69.81,MARCHE
Fermignano  ,72.18,MARCHE
Fossombrone  ,67.13,MARCHE
Fratte Rosa  ,67.92,MARCHE
Frontino  ,64.21,MARCHE
Frontone  ,68.81,MARCHE
Gabicce Mare  ,63.40,MARCHE
Gradara  ,69.61,MARCHE
Isola del Piano  ,70.88,MARCHE
Lunano  ,70.50,MARCHE
Macerata Feltria  ,65.01,MARCHE
Mercatello sul Metauro  ,69.31,MARCHE
Mercatino Conca  ,56.67,MARCHE
Mombaroccio  ,69.11,MARCHE
Mondavio  ,71.30,MARCHE
Mondolfo  ,69.19,MARCHE
Monte Cerignone  ,60.42,MARCHE
Monte Grimano Terme  ,50.76,MARCHE
Monte Porzio  ,69.72,MARCHE
Montecalvo in Foglia  ,70.57,MARCHE
Montefelcino  ,71.21,MARCHE
Montelabbate  ,70.76,MARCHE
Peglio  ,68.09,MARCHE
Pergola  ,68.34,MARCHE
Pesaro  ,70.76,MARCHE
Petriano  ,68.17,MARCHE
Piandimeleto  ,68.20,MARCHE
Pietrarubbia  ,67.65,MARCHE
Piobbico  ,69.45,MARCHE
San Costanzo  ,69.12,MARCHE
San Lorenzo in Campo  ,69.73,MARCHE
Sant'Angelo in Vado  ,72.49,MARCHE
Sant'Ippolito  ,64.59,MARCHE
Sassocorvaro Auditore  ,69.94,MARCHE
Serra Sant'Abbondio  ,62.98,MARCHE
Tavoleto  ,70.47,MARCHE
Tavullia  ,70.58,MARCHE
Terre Roveresche  ,70,MARCHE
Urbania  ,69.84,MARCHE
Urbino  ,70.30,MARCHE
Vallefoglia  ,70.47,MARCHE
Agugliano  ,73.64,MARCHE
Ancona  ,68.67,MARCHE
Arcevia  ,66.67,MARCHE
Barbara  ,69.58,MARCHE
Belvedere Ostrense  ,70.07,MARCHE
Camerano  ,71.80,MARCHE
Camerata Picena  ,76.27,MARCHE
Castelbellino  ,71.88,MARCHE
Castelfidardo  ,70.63,MARCHE
Castelleone di Suasa  ,69.10,MARCHE
Castelplanio  ,69.59,MARCHE
Cerreto d'Esi  ,64.72,MARCHE
Chiaravalle  ,70.22,MARCHE
Corinaldo  ,70.96,MARCHE
Cupramontana  ,69.16,MARCHE
Fabriano  ,66.60,MARCHE
Falconara Marittima  ,69.56,MARCHE
Filottrano  ,74.01,MARCHE
Genga  ,70.64,MARCHE
Jesi  ,69.94,MARCHE
Loreto  ,69.51,MARCHE
Maiolati Spontini  ,72.51,MARCHE
Mergo  ,70.18,MARCHE
Monsano  ,75.97,MARCHE
Monte Roberto  ,69.51,MARCHE
Monte San Vito  ,73.50,MARCHE
Montecarotto  ,66.47,MARCHE
Montemarciano  ,70.43,MARCHE
Morro d'Alba  ,69.67,MARCHE
Numana  ,67.81,MARCHE
Offagna  ,74.40,MARCHE
Osimo  ,72.58,MARCHE
Ostra  ,68.19,MARCHE
Ostra Vetere  ,69.64,MARCHE
Poggio San Marcello  ,66.43,MARCHE
Polverigi  ,77.27,MARCHE
Rosora  ,69.74,MARCHE
San Marcello  ,73.08,MARCHE
San Paolo di Jesi  ,66.38,MARCHE
Santa Maria Nuova  ,71.12,MARCHE
Sassoferrato  ,67.09,MARCHE
Senigallia  ,68.78,MARCHE
Serra de' Conti  ,70.86,MARCHE
Serra San Quirico  ,67.91,MARCHE
Sirolo  ,70.70,MARCHE
Staffolo  ,69.49,MARCHE
Trecastelli  ,69.02,MARCHE
Apiro  ,69.83,MARCHE
Appignano  ,71.69,MARCHE
Belforte del Chienti  ,73.49,MARCHE
Bolognola  ,69.53,MARCHE
Caldarola  ,70.18,MARCHE
Camerino  ,67.47,MARCHE
Camporotondo di Fiastrone  ,71.20,MARCHE
Castelraimondo  ,68.92,MARCHE
Castelsantangelo sul Nera  ,71.97,MARCHE
Cessapalombo  ,64.75,MARCHE
Cingoli  ,70.84,MARCHE
Civitanova Marche  ,66.49,MARCHE
Colmurano  ,68.70,MARCHE
Corridonia  ,71.02,MARCHE
Esanatoglia  ,71.45,MARCHE
Fiastra  ,70.39,MARCHE
Fiuminata  ,67.49,MARCHE
Gagliole  ,66.88,MARCHE
Gualdo  ,69.17,MARCHE
Loro Piceno  ,71.35,MARCHE
Macerata  ,69.15,MARCHE
Matelica  ,70.59,MARCHE
Mogliano  ,69.96,MARCHE
Monte Cavallo  ,72.27,MARCHE
Monte San Giusto  ,67.39,MARCHE
Monte San Martino  ,66.86,MARCHE
Montecassiano  ,73.14,MARCHE
Montecosaro  ,71.14,MARCHE
Montefano  ,71.84,MARCHE
Montelupone  ,69.76,MARCHE
Morrovalle  ,69.02,MARCHE
Muccia  ,67.58,MARCHE
Penna San Giovanni  ,63.07,MARCHE
Petriolo  ,69.67,MARCHE
Pieve Torina  ,67.17,MARCHE
Pioraco  ,66.91,MARCHE
Poggio San Vicino  ,69.83,MARCHE
Pollenza  ,73.01,MARCHE
Porto Recanati  ,65.60,MARCHE
Potenza Picena  ,67.12,MARCHE
Recanati  ,69.83,MARCHE
Ripe San Ginesio  ,73.50,MARCHE
