CIRC-REG,COMUNE,ELETTORITOT,ELETTORIM,VOTANTITOT,VOTANTIM,SKBIANCHE,LEGA PER SALVINI PREMIER,FORZA ITALIA,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,ALLEANZA VERDI E SINISTRA,+EUROPA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,MOVIMENTO 5 STELLE,AZIONE - ITALIA VIVA - CALENDA,ITALEXIT PER L'ITALIA,UNIONE POPOLARE CON DE MAGISTRIS,ITALIA SOVRANA E POPOLARE,VITA,FRATELLI D'ITALIA CON GIORGIA MELONI,MASTELLA NOI DI CENTRO EUROPEISTI,ALTERNATIVA PER L'ITALIA - NO GREEN PASS,FREE,SUD CHIAMA NORD,PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO,PARTITO COMUNISTA ITALIANO,PARTITO DELLA FOLLIA CREATIVA,FORZA DEL POPOLO,SUDTIROLER VOLKSPARTEI (SVP) - PATT,centre_right_coalition,centre_left_coalition,centre_right_coalition_perc,centre_left_coalition_perc
LOMBARDIA 1,CORNATE D'ADDA,8276,4158,5691,2872,52,759,459,54,1000,191,168,24,425,465,129,82,78,52,1385,5,0,0,0,0,0,0,0,0,2657,1383,46.68775259181163,24.30152872957301
LOMBARDIA 1,LESMO,6639,3291,4853,2426,59,465,449,34,751,158,167,12,338,501,99,34,74,32,1390,4,0,0,0,0,0,0,0,0,2338,1088,48.1763857407789,22.419122192458275
LOMBARDIA 1,LISSONE,35377,17290,24678,12148,238,2753,2277,215,3745,824,967,99,1752,2229,522,178,220,195,7006,9,0,0,0,0,0,0,0,0,12251,5635,49.64340708323203,22.834103249858174
LOMBARDIA 1,MACHERIO,5850,2855,4238,2103,45,550,432,48,677,129,132,8,262,387,65,23,49,32,1171,3,0,0,0,0,0,0,0,0,2201,946,51.93487494100991,22.321849929211893
LOMBARDIA 1,MEZZAGO,3329,1652,2351,1176,27,270,196,11,510,127,64,4,203,156,42,50,31,12,523,3,0,0,0,0,0,0,0,0,1000,705,42.535091450446615,29.987239472564863
LOMBARDIA 1,MONZA,91706,43580,65938,31713,615,5247,5498,608,14137,2496,2625,187,4396,8597,1003,613,631,345,14715,44,0,0,0,0,0,0,0,0,26068,19445,39.53410779823471,29.489823773848162
LOMBARDIA 1,MUGGIO',18284,8870,12914,6299,159,1387,1048,143,2269,346,550,49,1229,1039,251,114,122,107,3340,9,0,0,0,0,0,0,0,0,5918,3214,45.826235093696766,24.887718754839707
LOMBARDIA 1,ORNAGO,4123,2037,2964,1470,35,312,231,20,580,144,103,15,260,224,71,18,31,24,692,5,0,0,0,0,0,0,0,0,1255,842,42.34143049932524,28.40755735492578
LOMBARDIA 1,RONCELLO,3562,1769,2402,1194,31,344,153,15,353,90,87,10,244,152,59,21,24,17,640,3,0,0,0,0,0,0,0,0,1152,540,47.96003330557868,22.481265611990008
LOMBARDIA 1,RONCO BRIANTINO,2903,1448,2104,1059,17,230,154,12,489,81,85,7,129,160,45,19,23,14,510,3,0,0,0,0,0,0,0,0,906,662,43.06083650190114,31.4638783269962
LOMBARDIA 1,SOVICO,6537,3212,4820,2398,47,717,403,52,785,127,162,11,281,478,108,53,57,28,1202,5,0,0,0,0,0,0,0,0,2374,1085,49.25311203319502,22.510373443983404
LOMBARDIA 1,SULBIATE,3488,1739,2434,1215,21,318,163,17,459,114,69,10,172,203,47,20,19,19,616,5,0,0,0,0,0,0,0,0,1114,652,45.76828266228431,26.787181594083815
LOMBARDIA 1,USMATE VELATE,8127,4016,5862,2928,56,618,416,54,1240,268,224,20,392,569,104,51,51,44,1319,2,0,0,0,0,0,0,0,0,2407,1752,41.06107130672125,29.887410440122824
LOMBARDIA 1,VEDANO AL LAMBRO,5973,2871,4625,2232,41,435,372,42,894,136,170,11,238,664,59,52,33,25,1204,4,0,0,0,0,0,0,0,0,2053,1211,44.38918918918919,26.18378378378378
LOMBARDIA 1,VILLASANTA,11329,5404,8431,4079,97,880,651,122,1699,363,365,25,584,864,111,98,76,47,1974,4,0,0,0,0,0,0,0,0,3627,2452,43.01980785197485,29.08314553433756
LOMBARDIA 1,VIMERCATE,20044,9617,14771,7183,176,1233,942,136,3585,705,546,49,1087,1916,193,128,131,78,2903,13,0,0,0,0,0,0,0,0,5214,4885,35.29889648635841,33.071559136145154
LOMBARDIA 1,ALBIATE,5035,2456,3719,1828,50,477,485,39,630,112,109,5,219,346,76,33,40,31,841,1,0,0,0,0,0,0,0,0,1842,856,49.52944339876311,23.016940037644527
LOMBARDIA 1,BARLASSINA,5316,2568,3749,1842,52,465,338,32,575,84,114,9,274,387,87,31,24,15,1056,1,0,0,0,0,0,0,0,0,1891,782,50.44011736463057,20.858895705521473
LOMBARDIA 1,BESANA IN BRIANZA,12367,6093,8936,4432,117,1204,760,97,1582,278,260,47,465,877,192,68,80,73,2300,4,0,0,0,0,0,0,0,0,4361,2167,48.802596239928384,24.250223813786928
LOMBARDIA 1,BOVISIO-MASCIAGO,12961,6288,9112,4440,90,1075,634,73,1544,341,344,27,847,762,190,59,99,56,2401,6,0,0,0,0,0,0,0,0,4183,2256,45.90649692712906,24.7585601404741
LOMBARDIA 1,BRIOSCO,4984,2492,3658,1850,40,657,347,37,538,102,87,11,194,292,74,31,18,37,983,4,0,0,0,0,0,0,0,0,2024,738,55.33078184800437,20.174958993985783
LOMBARDIA 1,CARATE BRIANZA,13985,6778,10221,4990,115,1133,976,251,1670,330,328,20,637,1026,266,93,99,54,2634,5,0,0,0,0,0,0,0,0,4994,2348,48.86018980530281,22.97231190685843
LOMBARDIA 1,CERIANO LAGHETTO,5342,2623,3793,1880,41,560,276,21,686,144,136,19,276,279,92,43,45,34,909,3,0,0,0,0,0,0,0,0,1766,985,46.55945162140785,25.968890060638017
LOMBARDIA 1,CESANO MADERNO,29696,14595,20320,10022,203,2591,1693,153,3071,576,624,69,1728,1615,349,145,204,92,5888,10,0,0,0,0,0,0,0,0,10325,4340,50.812007874015755,21.358267716535433
LOMBARDIA 1,COGLIATE,6863,3383,4778,2373,50,767,430,25,845,107,128,5,309,312,114,42,49,30,1283,3,0,0,0,0,0,0,0,0,2505,1085,52.42779405609041,22.708246128087065
LOMBARDIA 1,CORREZZANA,2439,1221,1770,876,18,196,187,16,242,40,63,7,96,153,30,13,18,10,558,1,0,0,0,0,0,0,0,0,957,352,54.067796610169495,19.887005649717516
LOMBARDIA 1,DESIO,31611,15402,22277,10986,222,2703,1965,155,3690,647,744,92,1835,1882,360,242,197,121,5810,15,0,0,0,0,0,0,0,0,10633,5173,47.73084347084437,23.221259595098083
LOMBARDIA 1,GIUSSANO,20256,10007,14557,7241,186,2166,1628,247,1779,357,378,47,859,1294,268,111,135,102,4146,9,0,0,0,0,0,0,0,0,8187,2561,56.24098371917291,17.592910627189667
LOMBARDIA 1,LAZZATE,6295,3075,4476,2234,44,833,357,25,599,130,123,19,287,285,109,25,45,19,1308,3,0,0,0,0,0,0,0,0,2523,871,56.36729222520107,19.45933869526363
LOMBARDIA 1,LENTATE SUL SEVESO,12409,6134,8502,4253,109,1316,764,81,1371,229,215,32,544,633,160,75,82,51,2267,2,0,0,0,0,0,0,0,0,4428,1847,52.081863091037405,21.724300164667138
LOMBARDIA 1,LIMBIATE,25869,12641,16575,8162,153,1993,1654,274,2602,518,481,96,2011,995,298,123,236,100,4038,10,0,0,0,0,0,0,0,0,7959,3697,48.01809954751131,22.30467571644042
LOMBARDIA 1,MEDA,18257,8892,13050,6436,160,1881,1284,162,1990,282,370,68,772,1192,211,86,92,68,3585,14,0,0,0,0,0,0,0,0,6912,2710,52.96551724137931,20.766283524904214
LOMBARDIA 1,MISINTO,4575,2283,3225,1633,35,443,431,10,524,79,112,9,215,202,82,15,36,17,785,1,0,0,0,0,0,0,0,0,1669,724,51.751937984496124,22.449612403100776
LOMBARDIA 1,NOVA MILANESE,17605,8560,12264,6061,140,1434,1100,100,2129,329,365,64,1295,1060,238,141,152,102,2878,3,0,0,0,0,0,0,0,0,5512,2887,44.94455316373124,23.54044357469015
LOMBARDIA 1,RENATE,3140,1560,2222,1116,32,298,163,36,381,55,52,7,133,207,32,28,20,5,594,2,0,0,0,0,0,0,0,0,1091,495,49.0999099909991,22.277227722772277
LOMBARDIA 1,SEREGNO,35315,16989,24883,12081,246,2924,2227,268,3838,642,776,89,1698,2345,460,197,238,132,7274,8,0,0,0,0,0,0,0,0,12693,5345,51.01073021741751,21.480528875135636
LOMBARDIA 1,SEVESO,18200,8847,12411,6104,137,1663,1041,174,1839,338,360,26,951,1016,220,102,128,91,3634,4,0,0,0,0,0,0,0,0,6512,2563,52.469583434050435,20.651035371847552
LOMBARDIA 1,TRIUGGIO,6869,3395,5111,2542,81,679,427,89,788,138,154,26,299,443,107,34,44,37,1404,3,0,0,0,0,0,0,0,0,2599,1106,50.85110545881433,21.63960086088828
LOMBARDIA 1,VAREDO,10630,5159,7724,3838,86,986,732,53,1434,195,201,24,727,710,110,65,53,50,1850,5,0,0,0,0,0,0,0,0,3621,1854,46.87985499741067,24.00310719834283
LOMBARDIA 1,VEDUGGIO CON COLZANO,3375,1700,2402,1218,38,395,210,19,393,77,42,6,143,207,39,26,17,11,622,5,0,0,0,0,0,0,0,0,1246,518,51.873438800999175,21.56536219816819
LOMBARDIA 1,VERANO BRIANZA,7292,3560,5291,2621,58,649,509,68,820,129,160,19,331,453,93,34,50,31,1545,3,0,0,0,0,0,0,0,0,2771,1128,52.37195237195237,21.319221319221317
LOMBARDIA 1,BASIANO,2797,1419,1968,997,23,217,134,8,390,69,52,9,198,130,38,19,24,14,519,5,0,0,0,0,0,0,0,0,878,520,44.613821138211385,26.422764227642276
LOMBARDIA 1,BELLINZAGO LOMBARDO,2957,1470,2147,1064,30,189,133,16,441,85,106,8,175,203,32,12,39,13,528,0,0,0,0,0,0,0,0,0,866,640,40.33535165346996,29.809035863996275
LOMBARDIA 1,BUSSERO,6708,3255,5132,2522,51,425,318,38,1157,417,189,15,478,464,97,72,54,35,1037,3,0,0,0,0,0,0,0,0,1818,1778,35.42478565861263,34.64536243180047
LOMBARDIA 1,CAMBIAGO,5379,2712,3793,1921,49,338,347,56,689,127,140,11,340,269,84,47,46,29,990,3,0,0,0,0,0,0,0,0,1731,967,45.63669918270498,25.494331663590824
LOMBARDIA 1,CARUGATE,12159,5943,8860,4347,114,912,679,69,1846,305,287,29,809,781,158,130,90,60,2115,5,0,0,0,0,0,0,0,0,3775,2467,42.60722347629797,27.844243792325056
LOMBARDIA 1,CASSANO D'ADDA,14015,6836,9912,4888,96,1232,734,72,1867,453,299,32,738,916,149,95,104,66,2551,4,0,0,0,0,0,0,0,0,4589,2651,46.29741727199354,26.745359160613397
LOMBARDIA 1,CASSINA DE' PECCHI,10526,5125,7770,3835,78,680,514,53,1636,316,292,30,698,854,133,114,112,52,1819,7,0,0,0,0,0,0,0,0,3066,2274,39.45945945945946,29.266409266409266
LOMBARDIA 1,CERNUSCO SUL NAVIGLIO,26985,12888,20411,9971,187,1591,1264,198,4683,939,858,82,1642,2551,345,362,217,109,4231,14,0,0,0,0,0,0,0,0,7284,6562,35.686639557101564,32.14933124295723
LOMBARDIA 1,COLOGNO MONZESE,33333,15923,21851,10595,208,2500,1763,149,4073,813,737,91,2504,1790,388,295,223,132,5055,15,0,0,0,0,0,0,0,0,9467,5714,43.32524827239028,26.149832959589954
LOMBARDIA 1,GESSATE,6600,3281,4804,2416,45,417,279,39,934,192,183,23,508,460,118,68,50,46,1160,7,0,0,0,0,0,0,0,0,1895,1332,39.44629475437136,27.726894254787677
LOMBARDIA 1,GORGONZOLA,15737,7613,11499,5657,150,981,684,93,2653,511,486,28,1194,1087,189,144,143,60,2426,9,0,0,0,0,0,0,0,0,4184,3678,36.38577267588486,31.985390033915994
LOMBARDIA 1,GREZZAGO,2272,1159,1564,791,17,171,104,8,262,46,49,2,168,103,29,10,12,8,478,2,0,0,0,0,0,0,0,0,761,359,48.65728900255755,22.953964194373402
LOMBARDIA 1,INZAGO,8659,4260,6358,3161,105,745,422,63,1319,275,200,21,416,504,101,168,91,34,1525,4,0,0,0,0,0,0,0,0,2755,1815,43.331236237810636,28.546712802768166
LOMBARDIA 1,LISCATE,3067,1569,2147,1089,36,271,180,17,316,58,66,6,117,130,23,8,6,17,598,0,0,0,0,0,0,0,0,0,1066,446,49.65067536096879,20.773171867722404
LOMBARDIA 1,MASATE,2853,1426,2017,1011,27,202,102,13,402,84,71,7,170,197,56,33,41,8,497,3,0,0,0,0,0,0,0,0,814,564,40.35696579077838,27.962320277640057
LOMBARDIA 1,MELZO,14002,6688,9750,4772,90,1002,703,79,1945,351,348,42,922,769,136,104,89,50,2474,7,0,0,0,0,0,0,0,0,4258,2686,43.67179487179487,27.54871794871795
LOMBARDIA 1,PANTIGLIATE,4324,2063,3041,1470,42,325,276,14,518,105,104,22,327,231,53,37,25,22,790,2,0,0,0,0,0,0,0,0,1405,749,46.201907267346265,24.630055902663596
LOMBARDIA 1,PESCHIERA BORROMEO,18661,9149,13554,6697,145,1074,807,84,2846,503,553,42,1158,1537,227,135,154,76,3400,12,0,0,0,0,0,0,0,0,5365,3944,39.582411096355315,29.098421130293637
LOMBARDIA 1,PESSANO CON BORNAGO,7010,3437,5145,2524,44,512,534,24,1078,238,187,16,458,354,127,44,43,66,1144,6,0,0,0,0,0,0,0,0,2214,1519,43.032069970845484,29.523809523809526
LOMBARDIA 1,PIOLTELLO,23272,11389,15230,7550,181,1622,1197,59,2904,505,443,51,1715,1154,316,196,155,73,3759,11,0,0,0,0,0,0,0,0,6637,3903,43.5784635587656,25.627051871306634
LOMBARDIA 1,POZZO D'ADDA,4707,2406,3127,1586,34,382,250,17,474,112,86,22,311,196,59,39,45,21,899,4,0,0,0,0,0,0,0,0,1548,694,49.50431723696834,22.19379597057883
LOMBARDIA 1,POZZUOLO MARTESANA,6616,3234,4609,2263,56,524,351,35,821,176,188,18,456,292,69,60,33,27,1218,5,0,0,0,0,0,0,0,0,2128,1203,46.17053590800608,26.1011065307008
LOMBARDIA 1,RODANO,3600,1767,2669,1305,20,237,239,24,448,104,87,12,263,245,62,22,25,12,713,1,0,0,0,0,0,0,0,0,1213,651,45.447733233420756,24.391157736980144
LOMBARDIA 1,SAN DONATO MILANESE,23900,11490,17264,8381,151,1048,927,208,4165,785,781,72,1461,2446,244,182,213,112,3500,16,0,0,0,0,0,0,0,0,5683,5803,32.91821130676552,33.61329935125116
LOMBARDIA 1,SAN GIULIANO MILANESE,26923,13162,17891,8836,214,1919,1287,94,3252,679,555,76,2065,1313,315,207,208,111,4396,11,0,0,0,0,0,0,0,0,7696,4562,43.01604158515455,25.49885417248896
LOMBARDIA 1,SEGRATE,27824,13357,20559,9878,182,1328,1608,203,4001,732,743,88,1503,3229,349,201,195,116,4959,20,0,0,0,0,0,0,0,0,8098,5564,39.38907534413153,27.06357313098886
LOMBARDIA 1,SETTALA,5417,2679,3986,1983,54,479,357,19,702,101,147,14,427,244,69,27,48,13,1058,3,0,0,0,0,0,0,0,0,1913,964,47.99297541394882,24.184646261916708
LOMBARDIA 1,TREZZANO ROSA,4064,2022,2820,1419,35,379,192,24,403,84,87,6,266,170,76,29,38,21,820,3,0,0,0,0,0,0,0,0,1415,580,50.177304964539005,20.56737588652482
LOMBARDIA 1,TREZZO SULL'ADDA,8974,4325,6368,3134,82,724,432,34,1397,248,202,21,537,597,109,91,82,50,1366,4,0,0,0,0,0,0,0,0,2556,1868,40.13819095477387,29.334170854271356
LOMBARDIA 1,TRUCCAZZANO,4456,2278,3031,1512,34,369,250,27,457,84,105,5,243,199,51,45,33,18,837,2,0,0,0,0,0,0,0,0,1483,651,48.927746618277794,21.478060046189377
LOMBARDIA 1,VAPRIO D'ADDA,6702,3335,4666,2362,53,560,322,45,843,160,163,12,362,410,84,72,39,41,1207,5,0,0,0,0,0,0,0,0,2134,1178,45.73510501500214,25.24646378054008
LOMBARDIA 1,VIGNATE,7008,3445,5079,2501,65,521,383,29,948,206,159,15,603,389,108,47,64,29,1215,3,0,0,0,0,0,0,0,0,2148,1328,42.2917897223863,26.14687930695019
LOMBARDIA 1,VIMODRONE,12666,6105,8956,4382,91,816,574,54,1935,381,335,37,945,797,166,156,103,32,2058,5,0,0,0,0,0,0,0,0,3502,2688,39.10227780259044,30.01339883876731
LOMBARDIA 1,ARESE,15249,7285,11341,5511,136,841,728,86,2439,298,483,35,805,1488,197,70,145,52,2752,7,0,0,0,0,0,0,0,0,4407,3255,38.85900714222731,28.701172736090292
LOMBARDIA 1,BARANZATE,6568,3257,3977,1997,37,499,330,16,695,103,101,27,467,227,84,36,47,23,978,2,0,0,0,0,0,0,0,0,1823,926,45.838571787779735,23.283882323359318
LOMBARDIA 1,BOLLATE,28675,13648,19808,9618,223,1981,1308,104,4274,758,785,92,2005,1658,376,277,211,138,4465,25,0,0,0,0,0,0,0,0,7858,5909,39.67084006462036,29.83138126009693
LOMBARDIA 1,BRESSO,19330,9144,13415,6509,128,1283,875,256,2765,571,483,65,1327,1237,254,152,146,61,3070,18,0,0,0,0,0,0,0,0,5484,3884,40.87961237420797,28.952664927320164
LOMBARDIA 1,CESATE,10989,5348,7562,3714,93,813,506,49,1382,322,266,34,861,612,127,93,71,55,1813,3,0,0,0,0,0,0,0,0,3181,2004,42.06559111346205,26.50092568103676
LOMBARDIA 1,CINISELLO BALSAMO,51281,24517,32859,16001,320,3596,2181,250,7264,1261,1136,159,3789,2458,586,386,356,195,7097,26,0,0,0,0,0,0,0,0,13124,9820,39.940351197541005,29.885267354453877
LOMBARDIA 1,CORMANO,15125,7268,10610,5161,124,1051,743,85,2158,496,351,38,1074,731,239,145,134,49,2421,6,0,0,0,0,0,0,0,0,4300,3043,40.52780395852969,28.680490103675776
LOMBARDIA 1,CUSANO MILANINO,14954,7068,10673,5169,98,1043,803,108,2146,598,421,24,898,1029,194,137,122,56,2444,9,0,0,0,0,0,0,0,0,4398,3189,41.20678347231331,29.879134264030732
LOMBARDIA 1,GARBAGNATE MILANESE,20691,9970,13873,6893,164,1682,1088,70,2547,424,509,98,1671,1119,317,147,147,122,3025,11,0,0,0,0,0,0,0,0,5865,3578,42.27636416059973,25.791105024147626
LOMBARDIA 1,LAINATE,20779,10142,14324,7057,159,1697,1016,77,2613,474,512,57,1257,1348,274,131,152,86,3509,9,0,0,0,0,0,0,0,0,6299,3656,43.97514660709299,25.52359676068137
LOMBARDIA 1,NOVATE MILANESE,15704,7458,11296,5411,152,915,638,122,2535,553,382,36,964,1161,186,192,140,86,2590,10,0,0,0,0,0,0,0,0,4265,3506,37.75672804532578,31.03753541076487
LOMBARDIA 1,PADERNO DUGNANO,36339,17532,25800,12680,255,2658,1868,184,4829,1102,953,113,2435,2396,404,236,240,142,6275,24,0,0,0,0,0,0,0,0,10985,6997,42.577519379844965,27.12015503875969
LOMBARDIA 1,PERO,8249,4023,5549,2739,66,608,339,29,1052,180,176,22,602,446,85,90,60,25,1435,5,0,0,0,0,0,0,0,0,2411,1430,43.44927013876374,25.770409082717606
LOMBARDIA 1,RHO,38640,18643,26143,12816,278,2689,1840,179,5287,1007,896,146,2567,2334,410,310,291,168,6042,23,0,0,0,0,0,0,0,0,10750,7336,41.119993879814864,28.061048846727616
LOMBARDIA 1,SENAGO,16657,8134,11427,5646,118,1485,945,41,1997,373,373,59,1238,812,239,114,136,81,2775,8,0,0,0,0,0,0,0,0,5246,2802,45.90881246171348,24.52087161984773
LOMBARDIA 1,SESTO SAN GIOVANNI,57191,27064,38634,18641,386,3578,2409,299,9140,2123,1340,224,4078,2970,724,555,422,195,7717,37,0,0,0,0,0,0,0,0,14003,12827,36.245276181601696,33.201325257545165
LOMBARDIA 1,SOLARO,10699,5216,7277,3649,83,929,521,30,1230,256,251,33,779,514,141,62,95,47,1845,6,0,0,0,0,0,0,0,0,3325,1770,45.69190600522193,24.323210114057993
LOMBARDIA 2,AGRA,287,141,192,93,3,17,13,2,30,12,9,2,9,13,3,1,1,1,56,0,0,0,0,0,0,0,0,0,88,53,45.83333333333333,27.604166666666668
LOMBARDIA 2,ANGERA,4274,2044,2996,1465,48,366,208,20,518,100,109,13,178,252,54,17,34,30,894,4,0,0,0,0,0,0,0,0,1488,740,49.66622162883845,24.699599465954606
LOMBARDIA 2,ARCISATE,7957,3860,5304,2596,85,1071,412,36,652,145,135,15,333,361,105,32,40,34,1454,12,0,0,0,0,0,0,0,0,2973,947,56.05203619909502,17.85444947209653
LOMBARDIA 2,AZZATE,3625,1758,2551,1262,16,316,171,18,432,77,84,9,85,149,32,12,24,17,716,4,0,0,0,0,0,0,0,0,1221,602,47.86358290866327,23.59858878871031
LOMBARDIA 2,AZZIO,609,322,427,224,10,56,36,6,60,7,10,4,18,24,21,2,7,3,128,0,0,0,0,0,0,0,0,0,226,81,52.92740046838408,18.969555035128806
LOMBARDIA 2,BARASSO,1267,599,911,437,9,121,81,18,149,28,34,4,34,122,13,9,13,8,237,1,0,0,0,0,0,0,0,0,457,215,50.16465422612514,23.600439077936333
LOMBARDIA 2,BARDELLO,1248,587,855,407,9,142,55,14,126,24,19,2,67,56,13,4,8,6,268,0,0,0,0,0,0,0,0,0,479,171,56.0233918128655,20
LOMBARDIA 2,BEDERO VALCUVIA,542,268,361,180,5,64,28,5,22,9,15,1,28,28,17,2,4,5,97,1,0,0,0,0,0,0,0,0,194,47,53.73961218836565,13.019390581717452
LOMBARDIA 2,BESANO,2049,1012,1247,625,20,191,121,7,116,27,27,6,111,75,24,15,17,6,407,2,0,0,0,0,0,0,0,0,726,176,58.219727345629515,14.113873295910185
LOMBARDIA 2,BESOZZO,6794,3245,4604,2242,77,654,325,43,683,151,133,20,339,336,108,43,46,29,1342,11,0,0,0,0,0,0,0,0,2364,987,51.34665508253693,21.437880104257168
LOMBARDIA 2,BIANDRONNO,2620,1269,1797,877,31,309,116,16,304,49,45,7,126,141,36,8,17,19,439,4,0,0,0,0,0,0,0,0,880,405,48.970506399554814,22.537562604340565
LOMBARDIA 2,BISUSCHIO,3483,1709,2308,1151,51,312,187,20,249,52,54,10,150,238,47,7,27,11,737,9,0,0,0,0,0,0,0,0,1256,365,54.41941074523397,15.814558058925476
LOMBARDIA 2,BODIO LOMNAGO,1818,889,1319,655,7,203,94,17,197,36,63,6,37,140,23,13,23,10,367,0,0,0,0,0,0,0,0,0,681,302,51.630022744503414,22.896133434420015
LOMBARDIA 2,BREBBIA,2523,1248,1670,850,23,281,158,33,211,54,36,8,107,117,40,11,16,9,491,3,0,0,0,0,0,0,0,0,963,309,57.66467065868264,18.50299401197605
LOMBARDIA 2,BREGANO,657,327,455,228,4,61,39,5,40,24,9,1,34,42,8,4,2,5,151,0,0,0,0,0,0,0,0,0,256,74,56.26373626373626,16.263736263736263
LOMBARDIA 2,BRENTA,1391,690,891,449,10,150,69,7,119,19,24,2,55,54,11,7,9,1,294,0,0,0,0,0,0,0,0,0,520,164,58.36139169472503,18.40628507295174
LOMBARDIA 2,BREZZO DI BEDERO,945,485,614,316,5,60,54,8,72,21,14,2,32,73,13,5,7,9,188,0,0,0,0,0,0,0,0,0,310,109,50.4885993485342,17.75244299674267
LOMBARDIA 2,BRINZIO,642,338,487,255,6,63,40,8,89,18,21,4,29,46,7,1,1,2,112,2,0,0,0,0,0,0,0,0,223,132,45.790554414784395,27.104722792607806
LOMBARDIA 2,BRISSAGO-VALTRAVAGLIA,987,493,603,304,9,88,41,8,82,22,15,1,42,34,12,2,11,8,187,4,0,0,0,0,0,0,0,0,324,120,53.73134328358209,19.900497512437813
LOMBARDIA 2,BRUNELLO,790,387,606,306,16,80,44,5,80,22,27,1,49,63,5,3,7,2,160,0,0,0,0,0,0,0,0,0,289,130,47.68976897689769,21.45214521452145
LOMBARDIA 2,BRUSIMPIANO,917,461,530,271,6,60,43,4,67,11,25,3,29,39,21,6,5,3,174,1,0,0,0,0,0,0,0,0,281,106,53.0188679245283,20
LOMBARDIA 2,BUGUGGIATE,2533,1226,1896,940,14,250,130,23,242,58,62,3,94,239,34,14,18,4,501,3,0,0,0,0,0,0,0,0,904,365,47.67932489451477,19.251054852320674
LOMBARDIA 2,CADEGLIANO-VICONAGO,1643,813,887,434,12,134,82,9,71,25,21,1,79,36,26,8,17,3,301,2,0,0,0,0,0,0,0,0,526,118,59.301014656144304,13.303269447576099
LOMBARDIA 2,CADREZZATE CON OSMATE,1965,985,1411,713,18,172,122,5,230,46,47,5,100,105,29,15,13,8,404,1,0,0,0,0,0,0,0,0,703,328,49.82282069454288,23.245924875974485
LOMBARDIA 2,CANTELLO,3879,1905,2564,1271,34,385,198,44,374,78,86,10,129,195,65,12,41,22,754,1,0,0,0,0,0,0,0,0,1381,548,53.86115444617785,21.37285491419657
LOMBARDIA 2,CARAVATE,2049,1015,1320,665,14,198,90,6,165,34,46,4,114,115,33,18,17,15,376,1,0,0,0,0,0,0,0,0,670,249,50.75757575757576,18.863636363636363
LOMBARDIA 2,CARONNO VARESINO,3925,1934,2654,1344,32,426,192,14,380,78,57,11,144,205,43,18,33,26,837,3,0,0,0,0,0,0,0,0,1469,526,55.35041446872645,19.819140919366994
LOMBARDIA 2,CASALE LITTA,2180,1086,1492,744,18,249,101,7,236,42,43,5,71,100,46,8,27,16,438,2,0,0,0,0,0,0,0,0,795,326,53.284182305630026,21.84986595174263
LOMBARDIA 2,CASALZUIGNO,1081,531,688,353,8,102,56,5,99,28,14,1,48,48,20,9,6,5,188,1,0,0,0,0,0,0,0,0,351,142,51.01744186046512,20.63953488372093
LOMBARDIA 2,CASCIAGO,2974,1439,2247,1100,24,278,137,115,364,102,84,11,91,265,44,12,28,17,526,8,0,0,0,0,0,0,0,0,1056,561,46.99599465954606,24.966622162883844
LOMBARDIA 2,CASSANO VALCUVIA,474,234,306,148,4,36,24,3,47,9,10,3,13,10,12,1,3,2,106,0,0,0,0,0,0,0,0,0,169,69,55.22875816993464,22.54901960784314
LOMBARDIA 2,CASTELLO CABIAGLIO,432,226,316,170,5,31,17,3,65,28,16,0,15,17,9,1,8,0,79,0,0,0,0,0,0,0,0,0,130,109,41.139240506329116,34.49367088607595
LOMBARDIA 2,CASTELSEPRIO,1100,545,815,401,5,114,54,5,92,27,22,3,50,74,12,6,5,10,290,0,0,0,0,0,0,0,0,0,463,144,56.80981595092025,17.66871165644172
LOMBARDIA 2,CASTELVECCANA,1513,744,988,487,15,113,80,5,156,42,27,6,66,88,17,6,7,16,285,0,0,0,0,0,0,0,0,0,483,231,48.88663967611336,23.380566801619434
LOMBARDIA 2,CASTIGLIONE OLONA,6117,3035,4015,2006,43,645,297,21,566,130,126,18,303,304,71,24,44,30,1159,6,0,0,0,0,0,0,0,0,2122,840,52.85180572851805,20.921544209215444
LOMBARDIA 2,CASTRONNO,4075,2037,2854,1447,34,455,174,30,431,82,71,3,211,213,50,15,42,19,851,4,0,0,0,0,0,0,0,0,1510,587,52.90819901892081,20.567624386825507
LOMBARDIA 2,CAZZAGO BRABBIA,622,312,459,226,6,97,42,1,53,23,21,2,30,48,10,1,5,3,96,4,0,0,0,0,0,0,0,0,236,99,51.4161220043573,21.568627450980394
LOMBARDIA 2,CITTIGLIO,2997,1472,1932,963,23,292,166,14,288,44,50,7,153,113,47,15,30,6,567,2,0,0,0,0,0,0,0,0,1039,389,53.77846790890269,20.13457556935818
LOMBARDIA 2,CLIVIO,1656,808,1114,555,16,201,97,8,110,22,21,4,58,55,20,7,16,8,394,8,0,0,0,0,0,0,0,0,700,157,62.83662477558348,14.093357271095153
