CIRC-REG,COMUNE,ELETTORITOT,ELETTORIM,VOTANTITOT,VOTANTIM,SKBIANCHE,LEGA PER SALVINI PREMIER,FORZA ITALIA,NOI MODERATI/LUPI - TOTI - BRUGNARO - UDC,PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA,ALLEANZA VERDI E SINISTRA,+EUROPA,IMPEGNO CIVICO LUIGI DI MAIO - CENTRO DEMOCRATICO,MOVIMENTO 5 STELLE,AZIONE - ITALIA VIVA - CALENDA,ITALEXIT PER L'ITALIA,UNIONE POPOLARE CON DE MAGISTRIS,ITALIA SOVRANA E POPOLARE,VITA,FRATELLI D'ITALIA CON GIORGIA MELONI,MASTELLA NOI DI CENTRO EUROPEISTI,ALTERNATIVA PER L'ITALIA - NO GREEN PASS,FREE,SUD CHIAMA NORD,PARTITO ANIMALISTA - UCDL - 10 VOLTE MEGLIO,PARTITO COMUNISTA ITALIANO,PARTITO DELLA FOLLIA CREATIVA,FORZA DEL POPOLO,SUDTIROLER VOLKSPARTEI (SVP) - PATT,centre_right_coalition,centre_left_coalition,centre_right_coalition_perc,centre_left_coalition_perc
CALABRIA,CATANZARO,70166,33220,37287,18924,585,1490,2564,131,5559,683,441,252,10248,1545,517,803,522,86,7316,35,40,0,250,115,114,0,21,0,11501,6935,30.844530265239893,18.5989755142543
CALABRIA,CENADI,433,210,198,101,7,9,28,10,27,0,0,1,30,16,1,3,1,0,52,0,1,0,0,1,3,0,0,0,99,28,50,14.14141414141414
CALABRIA,CENTRACHE,286,143,206,107,0,1,16,106,23,1,0,1,25,1,1,1,1,0,25,0,0,0,0,0,0,0,0,0,148,25,71.84466019417476,12.135922330097088
CALABRIA,CERVA,941,443,390,194,10,20,32,5,33,4,7,1,123,2,8,1,10,0,111,0,0,0,0,1,5,0,0,0,168,45,43.07692307692308,11.538461538461538
CALABRIA,CHIARAVALLE CENTRALE,4306,2018,1981,971,90,151,302,5,304,33,17,13,259,69,43,8,22,4,550,3,4,0,2,2,10,0,1,0,1008,367,50.8833922261484,18.52599697122665
CALABRIA,CICALA,740,358,439,218,21,13,56,0,98,5,3,1,108,16,9,3,5,0,63,0,1,0,1,0,3,0,0,0,132,107,30.068337129840543,24.373576309794988
CALABRIA,CONFLENTI,1110,548,581,301,13,37,107,1,58,12,4,2,146,18,9,5,11,0,118,2,2,0,2,1,9,0,1,0,263,76,45.26678141135972,13.080895008605854
CALABRIA,CORTALE,1638,780,816,431,20,73,61,0,178,11,12,8,168,23,2,47,5,0,154,1,1,0,4,1,5,0,0,0,288,209,35.294117647058826,25.612745098039213
CALABRIA,CROPANI,3634,1738,1869,951,49,64,170,7,252,24,15,11,650,73,22,21,8,1,386,2,1,0,2,3,15,0,0,0,627,302,33.547351524879616,16.15837346174425
CALABRIA,CURINGA,5182,2537,2647,1420,72,207,394,10,366,36,34,17,636,101,46,37,23,3,501,1,7,0,3,2,17,0,2,0,1112,453,42.00982244049868,17.113713638080846
CALABRIA,DAVOLI,4358,2098,2118,1062,37,132,258,3,295,49,32,13,408,65,23,25,37,7,546,3,3,0,5,10,11,0,3,0,939,389,44.3342776203966,18.36638338054769
CALABRIA,DECOLLATURA,2442,1206,1354,721,41,107,67,1,168,42,7,8,448,39,24,70,54,3,150,2,4,0,7,5,15,0,1,0,325,225,24.002954209748893,16.617429837518465
CALABRIA,FALERNA,2867,1417,1600,833,36,136,165,4,201,12,12,8,525,34,23,19,14,2,327,1,5,0,6,5,2,0,1,0,632,233,39.5,14.5625
CALABRIA,FEROLETO ANTICO,1654,806,847,440,29,52,64,36,94,15,5,6,223,25,8,13,7,1,212,0,1,0,0,5,8,0,0,0,364,120,42.97520661157025,14.167650531286895
CALABRIA,FOSSATO SERRALTA,467,240,220,124,7,7,3,6,23,3,1,2,77,4,2,4,3,2,49,0,1,0,2,3,0,0,0,0,65,29,29.545454545454547,13.18181818181818
CALABRIA,GAGLIATO,369,175,197,105,4,18,20,1,31,1,0,1,24,5,7,3,1,1,58,0,2,0,0,1,3,0,1,0,97,33,49.23857868020304,16.751269035532996
CALABRIA,GASPERINA,1613,773,803,400,17,35,56,1,168,10,2,23,191,27,2,18,8,2,194,3,3,0,1,2,8,0,0,0,286,203,35.61643835616438,25.280199252801992
CALABRIA,GIMIGLIANO,2587,1262,1185,633,24,36,104,0,233,16,11,7,344,29,20,15,12,2,190,2,2,0,7,1,7,0,0,0,330,267,27.848101265822784,22.531645569620252
CALABRIA,GIRIFALCO,4680,2282,2708,1422,66,208,253,5,511,15,24,14,492,75,10,285,11,0,437,2,2,0,3,2,13,0,2,0,903,564,33.34564254062038,20.82717872968981
CALABRIA,GIZZERIA,3644,1840,1884,1041,47,381,136,14,157,18,7,11,539,33,19,13,7,4,350,1,1,0,3,7,13,0,1,0,881,193,46.762208067940556,10.244161358811041
CALABRIA,GUARDAVALLE,3426,1615,1829,922,50,76,322,16,452,15,10,34,276,78,19,12,22,2,275,0,5,0,4,6,14,0,2,0,689,511,37.67085839256424,27.93876435210498
CALABRIA,ISCA SULLO IONIO,1157,564,598,317,12,30,57,2,91,9,6,0,178,13,2,5,1,2,159,0,0,0,1,2,3,0,1,0,248,106,41.47157190635451,17.725752508361204
CALABRIA,JACURSO,477,209,263,124,12,16,39,1,46,7,2,5,59,10,1,8,2,0,40,1,1,0,1,1,1,0,0,0,96,60,36.50190114068441,22.813688212927758
CALABRIA,LAMEZIA TERME,52790,25306,25689,13153,538,1703,2901,153,3254,427,248,233,6276,949,780,424,260,35,5342,51,57,0,33,164,113,0,12,0,10099,4162,39.312546226011136,16.201487017789713
CALABRIA,MAGISANO,937,457,530,280,14,48,50,0,70,11,1,3,98,35,29,4,1,0,122,0,3,0,1,4,5,0,0,0,220,85,41.509433962264154,16.037735849056602
CALABRIA,MAIDA,3384,1651,1799,929,48,112,217,14,294,24,12,22,474,40,30,75,18,0,318,2,4,0,2,12,14,0,0,0,661,352,36.74263479710951,19.566425792106727
CALABRIA,MARCEDUSA,301,147,96,50,1,6,18,0,9,0,0,0,31,0,2,1,1,0,23,0,0,0,0,0,0,0,0,0,47,9,48.95833333333333,9.375
CALABRIA,MARCELLINARA,1748,846,986,505,17,44,57,3,135,11,22,2,314,34,5,32,12,2,221,1,3,0,4,4,7,0,1,0,325,170,32.961460446247465,17.24137931034483
CALABRIA,MARTIRANO,697,349,318,179,11,21,39,19,25,3,4,27,83,6,6,8,8,0,43,1,0,0,3,0,5,0,1,0,122,59,38.36477987421384,18.553459119496853
CALABRIA,MARTIRANO LOMBARDO,884,431,397,223,17,25,50,2,50,2,10,2,92,12,2,9,2,1,92,5,0,0,0,1,0,0,0,0,169,64,42.56926952141058,16.120906801007557
CALABRIA,MIGLIERINA,566,258,274,131,5,12,32,4,49,0,2,2,67,11,7,1,2,0,52,1,2,0,1,2,0,0,1,0,100,53,36.496350364963504,19.34306569343066
CALABRIA,MONTAURO,1537,740,774,377,18,24,99,3,143,19,8,4,164,39,4,17,14,3,145,0,0,0,4,2,4,0,0,0,271,174,35.012919896640824,22.48062015503876
CALABRIA,MONTEPAONE,4493,2211,2443,1239,60,140,244,6,380,20,10,12,559,127,10,35,15,1,610,4,1,0,2,2,9,0,1,0,1000,422,40.93327875562833,17.273843634875153
CALABRIA,MOTTA SANTA LUCIA,635,313,326,176,9,12,20,6,39,2,5,5,106,26,1,2,2,1,77,0,0,0,2,3,2,0,0,0,115,51,35.2760736196319,15.644171779141105
CALABRIA,NOCERA TERINESE,3809,1884,2014,1072,42,204,133,13,243,30,15,17,640,62,28,39,3,2,426,1,1,0,2,7,17,0,1,0,776,305,38.530287984111226,15.143992055610726
CALABRIA,OLIVADI,425,202,246,124,7,10,76,2,50,4,5,0,35,2,3,5,0,0,29,0,1,0,2,2,2,0,0,0,117,59,47.5609756097561,23.983739837398375
CALABRIA,PALERMITI,933,463,428,229,11,30,41,0,59,4,3,5,138,15,5,11,4,0,78,1,1,0,4,0,0,0,0,0,149,71,34.81308411214953,16.588785046728972
CALABRIA,PENTONE,1640,786,887,449,16,24,43,2,148,10,12,13,264,50,35,8,10,2,151,0,3,0,29,4,8,0,0,0,220,183,24.80270574971815,20.631341600901916
CALABRIA,PETRIZZI,878,425,497,258,12,27,34,2,101,15,4,2,58,10,9,34,10,2,150,1,0,0,0,1,7,0,1,0,213,122,42.857142857142854,24.547283702213278
CALABRIA,PETRONA',2006,965,899,483,24,69,92,7,95,14,13,0,238,37,7,6,9,0,221,2,0,0,0,2,11,0,0,0,389,122,43.270300333704114,13.5706340378198
CALABRIA,PIANOPOLI,2049,984,1262,641,34,49,96,4,191,19,9,11,398,28,25,10,7,1,271,1,9,0,5,3,7,0,0,0,420,230,33.28050713153724,18.225039619651348
CALABRIA,PLATANIA,1678,822,829,435,38,57,101,2,94,11,4,4,259,24,13,11,11,1,150,1,3,0,5,1,1,0,0,0,310,113,37.39445114595898,13.630880579010856
CALABRIA,SAN FLORO,539,263,294,158,7,11,28,2,39,6,0,4,103,17,3,2,3,1,50,0,1,0,0,0,6,0,0,0,91,49,30.952380952380953,16.666666666666664
CALABRIA,SAN MANGO D'AQUINO,1249,612,663,340,21,73,51,3,73,5,0,5,151,24,17,36,4,2,169,0,1,0,2,0,2,0,1,0,296,83,44.645550527903474,12.518853695324283
CALABRIA,SAN PIETRO A MAIDA,3077,1496,1669,899,43,86,237,2,314,18,16,4,352,55,6,12,16,1,441,1,1,0,3,3,10,0,1,0,766,352,45.89574595566207,21.090473337327744
CALABRIA,SAN PIETRO APOSTOLO,1301,617,612,325,26,33,39,1,118,19,7,2,164,26,7,11,6,0,96,0,3,0,1,1,7,0,1,0,169,146,27.61437908496732,23.856209150326798
CALABRIA,SAN SOSTENE,1102,545,536,292,12,39,77,3,44,7,5,3,106,15,8,7,11,1,155,1,0,0,1,3,2,0,0,0,274,59,51.11940298507462,11.007462686567164
CALABRIA,SANTA CATERINA DELLO IONIO,1581,763,909,466,21,37,135,1,264,14,7,10,156,14,4,15,5,3,163,0,1,0,1,2,8,0,2,0,336,295,36.96369636963696,32.45324532453245
CALABRIA,SANT'ANDREA APOSTOLO DELLO IONIO,1486,746,851,449,23,36,69,3,138,9,6,3,231,91,16,10,7,1,147,0,1,0,1,6,10,0,1,0,255,156,29.964747356051703,18.33137485311398
CALABRIA,SAN VITO SULLO IONIO,1346,638,634,304,20,42,77,3,99,10,9,1,93,24,13,7,6,2,170,0,2,0,1,2,4,0,0,0,292,119,46.05678233438486,18.769716088328074
CALABRIA,SATRIANO,2771,1331,1431,712,28,46,168,3,232,38,17,13,391,59,27,27,19,2,279,0,3,0,0,3,10,0,0,0,496,300,34.66107617051013,20.964360587002094
CALABRIA,SELLIA,392,188,208,111,12,7,13,1,29,0,0,1,87,6,4,1,1,0,37,0,1,0,1,0,1,0,0,0,58,30,27.884615384615387,14.423076923076922
CALABRIA,SELLIA MARINA,5885,2954,3193,1713,61,138,199,4,346,34,24,15,890,623,17,20,24,4,562,1,9,0,14,6,10,0,1,0,903,419,28.280613842781083,13.122455371124333
CALABRIA,SERRASTRETTA,2482,1234,1388,731,58,112,113,7,219,21,7,6,315,34,15,24,38,4,245,1,3,0,4,3,10,0,0,0,477,253,34.36599423631124,18.227665706051873
CALABRIA,SERSALE,3647,1775,1926,997,36,102,176,9,231,18,18,17,763,66,14,65,21,2,264,0,1,0,3,3,17,0,0,0,551,284,28.608515057113188,14.74558670820353
CALABRIA,SETTINGIANO,2521,1260,1308,693,28,85,55,24,157,18,7,4,306,41,37,25,12,0,397,1,6,0,6,4,5,0,0,0,561,186,42.88990825688073,14.220183486238533
CALABRIA,SIMERI CRICHI,3906,1942,2005,1045,43,115,200,3,187,32,24,16,477,52,32,20,13,5,400,4,0,0,7,4,9,0,0,0,718,259,35.81047381546135,12.917705735660848
CALABRIA,SORBO SAN BASILE,637,304,331,172,2,12,27,1,34,6,1,3,147,17,12,2,1,0,47,0,0,0,0,0,4,0,1,0,87,44,26.283987915407852,13.293051359516618
CALABRIA,SOVERATO,7448,3452,4279,2131,74,126,644,14,803,101,55,25,883,209,45,37,73,7,877,0,3,0,7,11,23,0,1,0,1661,984,38.81748071979435,22.99602710913765
CALABRIA,SOVERIA MANNELLI,2455,1158,1453,745,49,69,102,0,189,32,13,7,432,36,27,35,29,5,295,4,3,0,0,10,14,0,2,0,466,241,32.07157604955265,16.58637302133517
CALABRIA,SOVERIA SIMERI,1199,576,686,360,13,43,83,2,58,8,6,3,208,63,11,6,8,0,119,3,3,0,1,0,4,0,0,0,247,75,36.005830903790084,10.932944606413994
CALABRIA,SQUILLACE,2889,1416,1551,780,24,76,148,3,228,24,16,14,399,63,24,30,13,1,374,5,2,0,5,1,11,0,1,0,601,282,38.74919406834301,18.181818181818183
CALABRIA,STALETTI',2031,1020,958,527,19,61,92,0,126,7,8,5,253,34,7,11,10,0,249,0,1,0,1,4,2,0,0,0,402,146,41.962421711899786,15.24008350730689
CALABRIA,TAVERNA,2166,1094,1263,682,46,54,103,4,214,11,6,6,303,47,149,12,13,0,179,0,3,0,2,1,24,0,0,0,340,237,26.920031670625495,18.76484560570071
CALABRIA,TIRIOLO,3001,1468,1559,807,44,59,110,6,248,35,11,12,487,51,21,56,29,2,270,1,0,0,5,5,11,0,0,0,445,306,28.54393842206543,19.62796664528544
CALABRIA,TORRE DI RUGGIERO,803,374,282,141,4,21,45,0,61,2,1,2,40,4,1,6,4,1,67,0,0,0,1,0,0,0,0,0,133,66,47.16312056737589,23.404255319148938
CALABRIA,VALLEFIORITA,1281,600,605,315,16,35,61,4,57,2,2,3,174,47,8,7,3,1,112,1,2,0,1,2,0,0,0,0,212,64,35.04132231404959,10.578512396694215
CALABRIA,ZAGARISE,1240,608,668,356,19,48,68,1,40,7,0,4,210,40,22,3,7,2,136,1,1,0,0,2,4,0,1,0,253,51,37.87425149700599,7.634730538922156
CALABRIA,ANOIA,1696,789,925,462,14,34,232,131,68,5,2,5,151,15,7,92,12,1,109,2,3,0,4,1,3,0,0,0,506,80,54.7027027027027,8.64864864864865
CALABRIA,BAGNARA CALABRA,7762,3812,3304,1732,63,366,558,18,449,32,28,20,778,150,35,33,39,5,572,2,11,0,4,6,13,0,3,0,1514,529,45.823244552058114,16.01089588377724
CALABRIA,CANDIDONI,312,148,119,64,4,4,23,1,10,0,1,0,33,3,1,6,1,0,14,0,2,0,0,0,5,0,0,0,42,11,35.294117647058826,9.243697478991598
CALABRIA,CINQUEFRONDI,5028,2403,2985,1529,68,87,221,17,263,16,14,19,294,49,12,1412,11,0,352,1,4,0,4,2,12,0,1,0,677,312,22.68006700167504,10.452261306532664
CALABRIA,CITTANOVA,7648,3624,3957,1981,96,179,564,32,576,53,48,38,717,137,35,170,26,3,961,49,7,0,11,12,23,0,0,0,1736,715,43.87161991407632,18.069244377053323
CALABRIA,FEROLETO DELLA CHIESA,1295,623,602,307,21,43,148,7,32,5,3,4,103,9,7,30,13,0,119,0,0,0,17,1,5,0,0,0,317,44,52.65780730897009,7.308970099667775
CALABRIA,GALATRO,1259,600,540,280,19,22,69,5,106,3,7,6,82,34,5,4,15,1,91,3,5,0,22,0,19,0,0,0,187,122,34.629629629629626,22.59259259259259
CALABRIA,GIFFONE,1347,652,606,318,27,33,107,4,84,4,17,15,68,9,3,113,3,0,75,0,0,0,5,2,13,0,1,0,219,120,36.13861386138614,19.801980198019802
CALABRIA,GIOIA TAURO,14477,6965,6545,3336,143,373,1387,152,329,83,64,94,1367,197,59,171,108,8,1600,14,11,0,53,17,12,0,2,0,3512,570,53.65928189457602,8.708938120702827
CALABRIA,LAUREANA DI BORRELLO,3845,1814,1610,822,59,119,378,22,105,10,14,16,325,66,22,38,12,2,284,1,3,0,14,4,9,0,0,0,803,145,49.87577639751552,9.006211180124224
CALABRIA,MAROPATI,1128,539,513,271,14,27,87,19,53,2,3,7,82,32,5,51,4,0,101,0,1,0,0,0,4,0,0,0,234,65,45.614035087719294,12.670565302144249
CALABRIA,MELICUCCO,3746,1810,1678,901,48,116,280,39,201,17,14,11,270,57,14,92,5,0,425,3,2,0,2,4,7,0,2,0,860,243,51.25148986889154,14.481525625744935
CALABRIA,MOLOCHIO,1957,949,895,495,26,50,252,1,104,11,11,7,149,25,6,22,4,2,145,2,2,0,2,3,12,0,0,0,448,133,50.055865921787714,14.860335195530727
CALABRIA,OPPIDO MAMERTINA,3926,1902,1847,931,43,108,494,24,133,15,23,7,355,59,20,33,33,1,380,4,4,0,27,6,1,0,0,0,1006,178,54.46670276123443,9.637249593936113
CALABRIA,PALMI,14409,6950,6476,3301,180,324,664,203,789,112,82,56,1327,261,262,96,74,14,1550,11,11,0,28,11,34,0,4,0,2741,1039,42.32550957381099,16.043854231006794
CALABRIA,POLISTENA,7932,3765,4551,2278,83,206,544,51,448,52,24,27,912,96,43,465,22,8,762,9,4,0,12,12,494,0,2,0,1563,551,34.344100197758735,12.107229180399912
CALABRIA,RIZZICONI,5890,2874,2659,1406,99,197,528,30,306,25,23,21,411,104,38,57,15,0,524,4,9,0,100,5,3,0,1,0,1279,375,48.100789770590445,14.103046257991725
CALABRIA,ROSARNO,10554,5044,5120,2654,92,494,1302,311,220,35,45,49,853,97,136,117,44,12,945,8,7,0,10,26,31,0,2,0,3052,349,59.609375,6.81640625
CALABRIA,SAN FERDINANDO,3157,1514,1539,798,33,92,223,60,141,25,15,11,309,26,19,38,16,1,370,1,2,0,2,6,3,0,0,0,745,192,48.408057179987004,12.475633528265107
CALABRIA,SAN GIORGIO MORGETO,2426,1133,1216,617,22,78,170,8,159,7,3,7,189,60,12,275,7,0,145,11,1,0,8,1,21,0,3,0,401,176,32.97697368421053,14.473684210526317
CALABRIA,SAN PIETRO DI CARIDA',911,421,377,193,10,14,44,0,43,16,1,1,102,11,6,13,5,0,91,1,1,0,1,0,2,0,0,0,149,61,39.52254641909814,16.180371352785148
CALABRIA,SEMINARA,2040,985,888,472,24,46,154,48,58,1,30,5,155,27,21,18,10,2,228,2,3,0,4,2,9,0,1,0,476,94,53.6036036036036,10.585585585585585
CALABRIA,SERRATA,661,325,289,153,12,10,51,1,24,1,1,1,89,13,4,14,6,1,39,0,0,0,0,0,2,0,0,0,101,27,34.94809688581315,9.342560553633218
CALABRIA,TAURIANOVA,11839,5676,5747,2885,154,659,1165,77,568,56,54,47,1108,280,49,166,64,14,888,23,5,0,45,12,34,0,1,0,2789,725,48.52966765268836,12.615277536105795
CALABRIA,TERRANOVA SAPPO MINULIO,383,195,175,96,3,17,18,3,13,4,1,3,44,11,0,1,3,1,39,10,0,0,0,1,1,0,0,0,77,21,44,12
CALABRIA,VARAPODIO,1661,802,735,385,32,147,86,6,73,3,1,3,169,9,16,22,4,0,108,0,0,0,2,1,1,0,0,0,347,80,47.21088435374149,10.884353741496598
CALABRIA,ACQUARO,1672,808,1113,555,14,22,734,2,92,3,2,6,96,9,4,2,15,1,57,4,3,0,6,4,6,0,1,0,815,103,73.22551662174304,9.254267744833783
CALABRIA,ARENA,1099,541,521,280,25,16,87,10,131,11,1,9,113,22,2,12,5,1,32,0,1,0,4,0,15,0,0,0,145,152,27.83109404990403,29.174664107485604
CALABRIA,BRIATICO,2993,1486,1539,793,48,79,258,4,242,10,14,19,409,40,9,17,22,4,235,3,8,0,10,4,12,0,1,0,576,285,37.42690058479532,18.51851851851852
CALABRIA,BROGNATURO,505,230,313,154,11,5,95,1,30,3,5,6,43,10,1,3,38,2,42,0,0,0,0,0,0,0,1,0,143,44,45.68690095846645,14.057507987220447
CALABRIA,CAPISTRANO,875,425,579,293,16,16,301,2,48,2,2,1,54,21,1,3,3,1,69,0,0,0,1,1,0,0,0,0,388,53,67.01208981001727,9.153713298791018
CALABRIA,CESSANITI,2512,1258,1363,722,46,63,482,6,119,6,6,11,238,27,10,10,10,2,190,1,6,0,11,0,6,0,0,0,741,142,54.365370506236246,10.418195157740278
CALABRIA,DASA',896,431,497,255,19,21,195,3,55,3,0,4,77,17,6,5,6,2,52,1,1,0,4,0,7,0,0,0,271,62,54.527162977867206,12.474849094567404
CALABRIA,DINAMI,1574,757,712,365,25,23,127,1,56,3,0,7,164,22,3,30,1,1,63,3,0,0,1,2,2,0,1,0,214,66,30.0561797752809,9.269662921348315
CALABRIA,DRAPIA,1708,841,1008,520,36,26,100,7,238,21,17,36,197,36,8,59,16,1,115,1,6,0,4,2,12,0,2,0,248,312,24.6031746031746,30.952380952380953
CALABRIA,FABRIZIA,1674,796,658,351,37,67,151,3,61,4,1,7,112,15,9,8,8,1,132,0,4,0,4,3,1,0,0,0,353,73,53.64741641337386,11.094224924012158
CALABRIA,FILADELFIA,4176,2032,2209,1184,63,130,313,280,325,35,19,17,454,49,15,17,18,5,363,4,2,0,4,4,14,0,3,0,1086,396,49.16251697600724,17.926663648709823
CALABRIA,FILANDARI,1429,701,722,377,24,63,145,3,72,9,7,5,181,22,8,17,6,5,121,1,4,0,6,1,2,0,0,0,332,93,45.98337950138504,12.880886426592797
CALABRIA,FILOGASO,1107,551,613,328,42,15,272,0,43,1,2,5,109,21,6,5,5,0,67,0,1,0,4,1,1,0,0,0,354,51,57.74877650897226,8.31973898858075
CALABRIA,FRANCAVILLA ANGITOLA,1522,963,708,384,25,66,92,9,68,14,8,56,161,23,1,1,5,4,120,1,1,0,14,4,1,0,0,0,287,146,40.536723163841806,20.62146892655367
CALABRIA,FRANCICA,1251,626,651,358,18,41,140,1,36,2,0,5,132,119,2,1,8,3,105,2,3,0,11,1,0,0,0,0,287,43,44.086021505376344,6.605222734254992
CALABRIA,GEROCARNE,1614,798,610,317,22,21,141,6,89,5,9,4,117,35,8,2,14,4,95,0,3,0,5,1,8,0,0,0,263,107,43.114754098360656,17.54098360655738
CALABRIA,IONADI,3364,1626,1821,930,54,85,386,13,132,20,19,17,514,53,25,26,21,3,333,1,5,0,26,1,9,0,1,0,817,188,44.86545853926414,10.323997803404723
CALABRIA,JOPPOLO,1431,710,666,369,26,32,163,3,82,4,5,7,108,28,1,13,10,2,115,1,3,0,4,2,12,0,0,0,313,98,46.996996996997,14.714714714714713
CALABRIA,LIMBADI,2648,1320,1152,603,34,51,145,27,209,16,21,8,236,33,3,57,15,2,151,2,1,0,14,0,21,0,1,0,374,254,32.46527777777778,22.04861111111111
CALABRIA,MAIERATO,1645,793,831,431,26,54,234,1,109,10,7,11,173,29,5,7,9,0,114,1,3,0,1,3,2,0,0,0,403,137,48.49578820697955,16.48616125150421
CALABRIA,MILETO,5105,2564,2518,1343,66,160,700,3,180,22,14,20,638,61,16,13,21,2,402,1,8,0,105,9,5,0,1,0,1265,236,50.23828435266084,9.37251787132645
CALABRIA,MONGIANA,561,277,249,137,7,8,54,1,38,2,2,25,31,12,0,3,3,0,52,0,1,0,0,3,1,0,0,0,115,67,46.1847389558233,26.907630522088354
CALABRIA,MONTEROSSO CALABRO,1351,676,819,419,29,35,216,2,102,13,12,9,99,106,6,10,7,1,124,0,1,0,1,2,8,0,0,0,377,136,46.03174603174603,16.605616605616603
CALABRIA,NARDODIPACE,896,446,464,264,10,8,207,58,44,2,0,1,32,49,2,0,0,1,36,0,1,0,0,0,3,0,1,0,309,47,66.59482758620689,10.129310344827585
CALABRIA,NICOTERA,4766,2345,2213,1164,49,100,533,32,231,26,28,20,453,90,25,132,53,5,305,1,11,0,13,6,10,0,0,0,970,305,43.831902394939,13.782196113872573
CALABRIA,PARGHELIA,1057,521,550,284,21,12,83,4,86,27,10,29,100,30,1,6,1,4,75,0,1,0,4,1,7,0,0,0,174,152,31.636363636363633,27.636363636363637
CALABRIA,PIZZO,7062,3488,3574,1836,84,180,649,20,422,92,40,29,1079,122,35,103,34,3,473,5,17,0,16,17,15,0,5,0,1322,583,36.98936765528819,16.312255176273084
CALABRIA,PIZZONI,828,396,383,194,16,20,106,0,52,9,2,8,61,11,2,9,2,3,48,0,1,0,5,0,5,0,0,0,174,71,45.43080939947781,18.5378590078329
CALABRIA,POLIA,743,352,358,182,10,18,94,5,53,2,2,2,77,20,6,7,10,0,41,0,1,0,0,0,1,0,0,0,158,59,44.134078212290504,16.480446927374302
CALABRIA,RICADI,3839,1917,2025,1076,52,89,457,25,285,34,25,66,383,76,27,22,14,5,347,1,4,0,7,7,13,0,0,0,918,410,45.33333333333333,20.246913580246915
CALABRIA,ROMBIOLO,3441,1736,1659,884,54,75,289,30,294,9,6,13,425,33,13,16,8,5,263,0,12,0,7,2,16,0,0,0,657,322,39.602169981916816,19.40928270042194
CALABRIA,SAN CALOGERO,3179,1564,1539,798,42,79,422,8,123,9,17,5,366,46,21,22,14,3,257,0,7,0,31,6,6,0,0,0,766,154,49.772579597141,10.00649772579597
CALABRIA,SAN COSTANTINO CALABRO,1673,805,853,469,30,35,117,9,150,5,1,7,254,20,7,5,10,2,137,0,0,0,11,0,8,0,1,0,298,163,34.93552168815944,19.10902696365768
CALABRIA,SAN GREGORIO D'IPPONA,1910,950,962,517,25,43,277,9,78,4,0,2,209,13,75,8,16,0,95,2,2,0,67,1,7,0,0,0,424,84,44.07484407484408,8.731808731808732
CALABRIA,SAN NICOLA DA CRISSA,1063,538,599,321,30,19,74,2,81,8,1,6,129,127,1,6,2,0,72,0,1,0,3,0,9,0,0,0,167,96,27.879799666110184,16.026711185308848
CALABRIA,SANT'ONOFRIO,2291,1112,1204,622,24,61,316,7,209,17,11,14,227,59,8,15,8,1,171,2,2,0,5,3,6,0,1,0,555,251,46.096345514950166,20.84717607973422
CALABRIA,SERRA SAN BRUNO,5243,2628,2894,1547,59,190,548,63,445,22,13,14,559,235,16,28,31,3,467,8,4,0,3,3,5,0,0,0,1268,494,43.814789219073944,17.069799585349
CALABRIA,SIMBARIO,713,346,342,173,10,24,56,3,29,4,0,3,93,25,2,2,13,1,61,1,1,0,0,0,0,0,0,0,144,36,42.10526315789473,10.526315789473683
CALABRIA,SORIANELLO,852,425,571,306,11,14,312,5,26,7,1,6,64,20,1,0,8,1,85,1,1,0,0,0,1,0,0,0,416,40,72.85464098073555,7.005253940455342
CALABRIA,SORIANO CALABRO,1762,878,750,385,32,25,166,3,60,7,9,29,159,58,3,8,6,0,146,0,2,0,8,0,4,0,0,0,340,105,45.33333333333333,14.000000000000002
CALABRIA,SPADOLA,659,336,393,208,9,12,66,12,44,2,5,2,81,46,4,6,15,0,77,3,1,0,1,0,0,0,0,0,167,53,42.49363867684479,13.486005089058525
CALABRIA,SPILINGA,1111,546,534,288,23,19,110,1,89,14,1,3,106,17,8,11,3,0,99,2,1,0,5,1,5,0,0,0,229,107,42.88389513108614,20.037453183520597
CALABRIA,STEFANACONI,1836,885,860,450,27,49,158,10,90,11,9,8,185,67,4,18,15,3,154,0,6,0,12,0,4,0,0,0,371,118,43.139534883720934,13.72093023255814
CALABRIA,TROPEA,4905,2401,2370,1202,63,77,621,20,260,41,31,132,403,81,32,25,32,4,396,2,7,0,1,13,7,0,3,0,1114,464,47.0042194092827,19.57805907172996
CALABRIA,VALLELONGA,543,278,265,137,0,28,29,2,47,2,0,7,49,21,3,1,6,0,45,1,3,0,1,1,4,0,0,0,104,56,39.24528301886793,21.132075471698116
CALABRIA,VAZZANO,791,376,378,198,14,17,60,0,96,4,0,4,76,22,10,5,6,3,46,0,0,0,1,1,2,0,0,0,123,104,32.53968253968254,27.513227513227513
CALABRIA,VIBO VALENTIA,25394,12212,13007,6563,238,720,2644,271,1333,273,166,211,3190,542,139,218,148,20,1949,7,24,0,67,37,74,0,12,0,5584,1983,42.93072960713462,15.24563696471131
CALABRIA,ZACCANOPOLI,560,270,344,177,19,12,53,1,104,0,1,8,71,10,1,4,7,1,39,0,1,0,0,0,1,0,0,0,105,113,30.523255813953487,32.848837209302324
